day,src_ip,dst_ip,connection_count,delta_mean_s,delta_std_s,delta_cv,recurrent_ratio,bytes_out_mean,bytes_out_cv,bytes_in_mean,duration_mean_ms,packets_out_mean,tls_ratio,night_ratio,unique_ports,label
2026-08-04,10.20.0.64,142.250.74.14,4,20140.373499999998,29696.832680852047,1.4744926493469472,0.0,6296.25,0.44992890013774095,58591.5,1972.25,15.25,1.0,0.0,1,0
2026-08-04,10.20.0.64,151.101.1.69,17,4405.532176470589,8768.880573140037,1.9904248163192546,0.11764705882352941,5181.117647058823,0.6004649252816845,27811.823529411766,1913.0588235294117,14.235294117647058,0.47058823529411764,0.0,2,0
2026-08-04,10.20.0.64,17.253.144.10,6,12652.628333333334,21204.35131966943,1.6758851015805618,0.3333333333333333,3767.1666666666665,0.8251082960161787,18246.0,2042.8333333333333,16.333333333333332,1.0,0.0,1,0
2026-08-04,10.20.0.64,172.217.20.174,15,6094.754733333333,12992.47803164402,2.1317474779724557,0.13333333333333333,4498.0,0.5993325294433158,29337.4,2227.6,18.8,1.0,0.0,1,0
2026-08-04,10.20.0.64,192.0.2.50,1,173729.244,0.0,0.0,1.0,7627.0,0.0,54543.0,3162.0,16.0,0.0,0.0,1,0
2026-08-04,10.20.0.64,198.51.100.20,2,50661.9795,39874.0255,0.7870601562262288,0.0,2296.5,0.24755062050947094,12026.0,5214.0,22.5,1.0,0.0,1,0
2026-08-04,10.20.0.64,203.0.113.25,4,24589.1515,28171.461850540152,1.1456866191800132,0.0,5867.0,0.18946178793908908,30676.5,1743.0,17.0,0.0,0.0,1,0
2026-08-04,10.20.0.64,203.0.113.50,4,23742.57175,22223.324383210696,0.936011676292426,0.0,3116.0,0.5943138689602904,48070.75,1787.5,9.75,1.0,0.0,1,0
2026-08-04,10.20.0.64,23.215.0.136,23,4255.0796086956525,10848.355047056526,2.5495069527928216,0.08695652173913043,4283.130434782609,0.5205076570511801,26004.434782608696,1849.8260869565217,20.043478260869566,0.4782608695652174,0.0,2,0
2026-08-04,10.20.0.64,52.85.12.44,20,4196.1849999999995,6778.537097499247,1.6154047301296883,0.15,4018.65,0.85208747978794,38114.65,2224.65,15.75,1.0,0.05,1,0
2026-08-04,10.20.0.65,104.18.32.47,8,9638.74475,9716.830335101691,1.008101219310916,0.0,3412.75,0.7519017495498178,50534.125,2159.125,17.625,1.0,0.125,1,0
2026-08-04,10.20.0.65,104.26.10.78,15,6034.231333333333,10149.141780107686,1.6819278578272971,0.06666666666666667,3841.133333333333,0.5124649985109847,40146.0,2053.733333333333,16.133333333333333,1.0,0.0,1,0
2026-08-04,10.20.0.65,13.107.42.12,5,15788.0114,14840.057311892397,0.9399573471230454,0.2,4829.0,0.4581491081029717,34239.8,2034.0,19.8,1.0,0.2,1,0
2026-08-04,10.20.0.65,142.250.74.14,9,9975.729222222222,18686.563066603885,1.8732027153440731,0.2222222222222222,5422.222222222223,0.5839930632383469,37042.666666666664,2128.777777777778,21.555555555555557,1.0,0.0,1,0
2026-08-04,10.20.0.65,151.101.1.69,18,5311.609611111111,7508.18970142316,1.4135432102760572,0.1111111111111111,4191.444444444444,0.6961113760141221,37275.22222222222,1950.2777777777778,17.11111111111111,0.4444444444444444,0.1111111111111111,2,0
2026-08-04,10.20.0.65,17.253.144.10,5,15312.2216,25224.332004758897,1.6473332651324022,0.2,3618.6,0.7504480438964806,51595.8,1916.8,15.4,1.0,0.0,1,0
2026-08-04,10.20.0.65,172.217.20.174,20,4567.3799,8142.454497216161,1.7827408000845648,0.15,4460.45,0.47454315457510027,32492.2,2145.6,17.6,1.0,0.05,1,0
2026-08-04,10.20.0.65,192.0.2.20,2,49311.3755,14944.2785,0.3030594532898398,0.0,971.5,0.9989706639217705,27130.0,2008.5,12.0,0.0,0.0,2,0
2026-08-04,10.20.0.65,192.0.2.40,2,32116.856,28799.453,0.8967083515273102,0.0,4287.5,0.4026822157434402,40705.5,3054.0,25.0,0.5,0.0,2,0
2026-08-04,10.20.0.65,198.51.100.10,1,96887.365,0.0,0.0,1.0,9313.0,0.0,55226.0,3108.0,14.0,1.0,0.0,1,0
2026-08-04,10.20.0.65,198.51.100.20,2,62090.116500000004,42440.4405,0.6835297289223156,0.0,3551.0,0.9997183891861448,10546.0,1338.5,11.5,1.0,0.0,1,0
2026-08-04,10.20.0.65,203.0.113.50,1,91883.368,0.0,0.0,1.0,1774.0,0.0,72503.0,20.0,18.0,1.0,0.0,1,0
2026-08-04,10.20.0.65,23.215.0.136,14,6557.940714285714,13123.49971579198,2.001161688943597,0.14285714285714285,3974.0714285714284,0.49246037893568106,30474.35714285714,2270.9285714285716,14.285714285714286,0.5,0.0,2,0
2026-08-04,10.20.0.65,52.85.12.44,9,7935.799666666667,14766.054329236495,1.8606888970823516,0.1111111111111111,3455.222222222222,0.7125144428174288,38190.88888888889,1928.888888888889,14.222222222222221,1.0,0.0,1,0
2026-08-04,10.20.0.66,104.18.32.47,13,6645.241538461539,11006.08692308942,1.6562357981102784,0.15384615384615385,3622.230769230769,0.6175849570940756,29021.846153846152,2106.3846153846152,10.76923076923077,1.0,0.0,1,0
2026-08-04,10.20.0.66,104.26.10.78,26,3229.3057692307693,8946.142204806982,2.7702988952136236,0.07692307692307693,4409.7692307692305,0.645260741131418,34441.42307692308,2088.1923076923076,14.26923076923077,1.0,0.0,1,0
2026-08-04,10.20.0.66,13.107.42.12,5,17526.906199999998,26725.98473260495,1.5248546678822845,0.2,5254.6,0.5538067525620656,47069.4,2593.8,15.8,1.0,0.0,1,0
2026-08-04,10.20.0.66,142.250.74.14,7,13927.854285714287,19494.476631040165,1.3996755157781573,0.14285714285714285,4692.857142857143,0.5093211609215328,38784.0,2254.714285714286,22.0,1.0,0.0,1,0
2026-08-04,10.20.0.66,151.101.1.69,27,3500.259962962963,7933.1988202469165,2.2664598927479314,0.1111111111111111,3848.185185185185,0.75643760546714,34311.22222222222,2338.4814814814813,18.62962962962963,0.4074074074074074,0.037037037037037035,2,0
2026-08-04,10.20.0.66,17.253.144.10,8,8536.72175,13949.015289428493,1.634001399826402,0.375,2917.625,0.5921839651312418,26610.875,2851.375,11.875,1.0,0.0,1,0
2026-08-04,10.20.0.66,172.217.20.174,20,3571.98295,7299.617807158834,2.043575769912013,0.1,3614.45,0.6838490681458368,34993.35,2227.3,18.5,1.0,0.0,1,0
2026-08-04,10.20.0.66,192.0.2.10,1,183299.068,0.0,0.0,1.0,6334.0,0.0,13736.0,1897.0,19.0,0.0,0.0,1,0
2026-08-04,10.20.0.66,192.0.2.20,2,60929.561499999996,44282.8735,0.7267879894392478,0.0,561.0,0.7415329768270945,47724.0,793.0,13.0,0.5,0.0,1,0
2026-08-04,10.20.0.66,192.0.2.30,1,0.0,0.0,0.0,0.0,6209.0,0.0,13459.0,2583.0,19.0,1.0,0.0,1,0
2026-08-04,10.20.0.66,192.0.2.50,1,78643.879,0.0,0.0,1.0,3876.0,0.0,19092.0,1924.0,17.0,0.0,0.0,1,0
2026-08-04,10.20.0.66,198.51.100.10,5,17674.538,22748.123976974657,1.2870562148201359,0.2,3774.2,0.5151558342201326,1.0,1264.6,19.4,0.6,0.0,2,0
2026-08-04,10.20.0.66,198.51.100.20,3,36198.866,28472.032787369888,0.7865448820239256,0.3333333333333333,5425.666666666667,0.1902947299604963,47833.333333333336,609.3333333333334,21.666666666666668,1.0,0.0,1,0
2026-08-04,10.20.0.66,203.0.113.25,3,24124.104666666666,19987.838433758705,0.8285421867438991,0.3333333333333333,2710.6666666666665,0.8096010104860595,48801.333333333336,2406.3333333333335,16.0,0.3333333333333333,0.0,2,0
2026-08-04,10.20.0.66,203.0.113.50,3,28031.43533333333,31374.735744387985,1.1192696831716997,0.6666666666666666,2469.6666666666665,1.41364092899651,26226.333333333332,2153.3333333333335,18.333333333333332,1.0,0.0,1,0
2026-08-04,10.20.0.66,23.215.0.136,24,3939.4801666666667,8176.357509600493,2.075491476967835,0.0,5015.208333333333,0.5950747993533507,34538.541666666664,2227.0,16.208333333333332,0.4166666666666667,0.041666666666666664,2,0
2026-08-04,10.20.0.66,52.85.12.44,20,4397.7513500000005,10487.678556515095,2.384782067434325,0.1,3559.85,0.5863429880900862,24127.75,1938.9,14.45,1.0,0.0,1,0
2026-08-04,10.20.0.67,104.18.32.47,6,13148.047333333334,20737.550258436455,1.5772342259418237,0.0,5360.833333333333,0.5203038519881761,23528.666666666668,2181.1666666666665,19.666666666666668,1.0,0.0,1,0
2026-08-04,10.20.0.67,104.26.10.78,19,4263.169,9532.311606144993,2.2359685028074168,0.10526315789473684,3971.5263157894738,0.7837266564861073,41198.26315789474,2877.315789473684,17.105263157894736,1.0,0.05263157894736842,1,0
2026-08-04,10.20.0.67,13.107.42.12,60,1422.6333333333334,794.1804019625446,0.5582467269354093,0.5333333333333333,1953.3333333333333,0.9259503146784805,12771.683333333332,897.8666666666667,9.4,1.0,0.26666666666666666,1,0
2026-08-04,10.20.0.67,142.250.74.14,13,8482.595230769231,16286.209995180312,1.9199560455395468,0.15384615384615385,3995.6153846153848,0.7020189108184496,45661.46153846154,2150.6923076923076,18.615384615384617,1.0,0.0,1,0
2026-08-04,10.20.0.67,151.101.1.69,20,4050.5448499999998,7959.33270763644,1.965002981669599,0.15,4082.9,0.5202785344511295,30314.75,2202.15,22.2,0.6,0.0,2,0
2026-08-04,10.20.0.67,17.253.144.10,12,8189.862250000001,14145.832712798401,1.7272369523429285,0.16666666666666666,4611.0,0.6141480936256446,23205.916666666668,3168.0,16.916666666666668,1.0,0.08333333333333333,1,0
2026-08-04,10.20.0.67,172.217.20.174,18,4787.109,11796.851120635116,2.4642954903753216,0.16666666666666666,3119.722222222222,0.7590636916830569,31233.833333333332,1888.3333333333333,16.444444444444443,1.0,0.0,1,0
2026-08-04,10.20.0.67,192.0.2.20,1,62380.595,0.0,0.0,1.0,5730.0,0.0,15996.0,4367.0,14.0,1.0,0.0,1,0
2026-08-04,10.20.0.67,192.0.2.30,2,85554.443,73804.495,0.8626611595145327,0.0,7960.0,0.10653266331658291,39788.0,866.5,15.0,0.0,0.0,1,0
2026-08-04,10.20.0.67,192.0.2.50,1,68580.404,0.0,0.0,1.0,3583.0,0.0,10713.0,3570.0,13.0,0.0,0.0,1,0
2026-08-04,10.20.0.67,198.51.100.10,1,63099.178,0.0,0.0,1.0,10486.0,0.0,1.0,4698.0,7.0,0.0,0.0,1,0
2026-08-04,10.20.0.67,198.51.100.20,3,26818.671666666665,24351.812606454743,0.9080171049904004,0.3333333333333333,2412.0,0.7068170440474313,15820.333333333334,1952.0,25.0,1.0,0.3333333333333333,1,0
2026-08-04,10.20.0.67,203.0.113.25,5,22560.9438,19498.16832113765,0.864244354934196,0.4,5570.4,0.46206001271406055,14985.0,2579.0,23.0,0.4,0.2,2,0
2026-08-04,10.20.0.67,203.0.113.50,3,29854.952999999998,30551.69867682,1.023337691297655,0.3333333333333333,5858.666666666667,0.4990278906171041,5146.333333333333,3680.3333333333335,25.0,1.0,0.0,1,0
2026-08-04,10.20.0.67,23.215.0.136,29,3280.1734827586206,6496.594583321623,1.9805643260849723,0.10344827586206896,4038.0,0.6385907017366294,38231.89655172414,1967.4827586206898,19.24137931034483,0.6206896551724138,0.034482758620689655,2,0
2026-08-04,10.20.0.67,52.85.12.44,26,3555.9833846153847,7290.102441706892,2.0500946301512006,0.07692307692307693,4056.6153846153848,0.727379883613296,34077.03846153846,2302.1923076923076,20.153846153846153,1.0,0.038461538461538464,1,0
2026-08-04,10.20.0.68,104.18.32.47,12,8961.7495,11217.691968710042,1.2517301413870185,0.16666666666666666,4012.6666666666665,0.5329957735325405,26810.333333333332,2500.75,16.0,1.0,0.16666666666666666,1,0
2026-08-04,10.20.0.68,104.26.10.78,32,3039.25384375,4718.0399476999055,1.5523678475893694,0.125,5195.21875,0.5142501573853002,31780.1875,1914.0625,19.875,1.0,0.125,1,0
2026-08-04,10.20.0.68,13.107.42.12,147,636.0934965986395,648.4233870284816,1.0193837706182711,0.8707482993197279,1513.4761904761904,0.5447526875199064,5402.544217687075,760.4489795918367,7.108843537414966,1.0,0.30612244897959184,1,0
2026-08-04,10.20.0.68,142.250.74.14,10,9025.8448,18235.422181168633,2.02035627525621,0.0,3832.9,0.5821067208005527,29202.6,2157.0,15.1,1.0,0.0,1,0
2026-08-04,10.20.0.68,151.101.1.69,18,4865.791333333333,8602.29654901291,1.7679131634935656,0.0,4141.555555555556,0.7248290767846718,32583.11111111111,2887.1666666666665,17.666666666666668,0.3888888888888889,0.05555555555555555,2,0
2026-08-04,10.20.0.68,17.253.144.10,5,14572.660800000001,23966.98773000963,1.6446541958905423,0.4,5721.4,0.3078440230545643,23279.2,3759.4,25.4,1.0,0.0,1,0
2026-08-04,10.20.0.68,172.217.20.174,35,2526.6157428571432,6612.067656710649,2.6169660643504113,0.11428571428571428,4353.857142857143,0.626934200628611,30812.0,2128.9142857142856,17.571428571428573,1.0,0.0,1,0
2026-08-04,10.20.0.68,192.0.2.20,1,99787.145,0.0,0.0,1.0,7237.0,0.0,1.0,20.0,15.0,0.0,0.0,1,0
2026-08-04,10.20.0.68,192.0.2.30,1,84879.168,0.0,0.0,1.0,4526.0,0.0,3027.0,20.0,17.0,0.0,0.0,1,0
2026-08-04,10.20.0.68,192.0.2.40,2,88984.65800000001,76176.34900000002,0.8560616033384093,0.0,5998.0,0.9998332777592531,49331.0,3257.0,24.0,0.0,0.0,2,0
2026-08-04,10.20.0.68,198.51.100.20,6,13436.235999999999,11050.55986903902,0.822444609415838,0.0,5902.5,0.4386978416410402,43278.333333333336,1856.0,12.5,1.0,0.16666666666666666,1,0
2026-08-04,10.20.0.68,203.0.113.25,1,102797.399,0.0,0.0,1.0,4250.0,0.0,23521.0,1224.0,11.0,1.0,0.0,1,0
2026-08-04,10.20.0.68,203.0.113.50,2,44082.942500000005,8797.375499999998,0.19956416248756528,0.0,280.5,0.9964349376114082,36437.0,279.0,13.5,1.0,0.0,1,0
2026-08-04,10.20.0.68,23.215.0.136,22,4119.042681818181,5584.700822314368,1.3558249461618186,0.0,4549.181818181818,0.5404705580979002,20603.227272727272,2658.0454545454545,17.272727272727273,0.5,0.09090909090909091,2,0
2026-08-04,10.20.0.68,52.85.12.44,17,5091.385411764706,9801.717577436984,1.925157257745225,0.11764705882352941,3984.764705882353,0.7048498953033372,27901.70588235294,1257.4705882352941,17.235294117647058,1.0,0.058823529411764705,1,0
2026-08-04,10.20.0.69,104.18.32.47,11,8285.976909090909,15244.407084392275,1.8397839206704725,0.18181818181818182,4002.5454545454545,0.6988765251955505,26522.545454545456,1797.090909090909,14.636363636363637,1.0,0.0,1,0
2026-08-04,10.20.0.69,104.26.10.78,23,3770.1882608695655,9694.80165010255,2.5714370156853965,0.08695652173913043,4309.652173913043,0.40800997225941793,21318.869565217392,1998.8260869565217,17.304347826086957,1.0,0.0,1,0
2026-08-04,10.20.0.69,13.107.42.12,4,21845.288,24889.857445861075,1.1393696181007582,0.0,3860.75,0.5505621719474718,45782.5,2148.5,14.5,1.0,0.0,1,0
2026-08-04,10.20.0.69,142.250.74.14,5,18267.8372,18662.550564306013,1.0216070112725775,0.2,3028.0,0.47429552268009273,33760.4,2605.6,22.8,1.0,0.0,1,0
2026-08-04,10.20.0.69,151.101.1.69,20,4127.16015,6276.848760947114,1.5208638707531414,0.1,4497.5,0.5417536727427126,30636.3,1831.6,15.7,0.4,0.05,2,0
2026-08-04,10.20.0.69,17.253.144.10,98,1075.005051020408,1914.1410156959003,1.7805879273580845,0.8877551020408163,1482.704081632653,0.28658497887707807,5778.5,745.704081632653,7.010204081632653,1.0,0.3163265306122449,1,0
2026-08-04,10.20.0.69,172.217.20.174,24,4138.2872916666665,6548.031484448803,1.5823047127817047,0.0,4033.3333333333335,0.6672739952431977,41076.541666666664,1912.625,16.25,1.0,0.08333333333333333,1,0
2026-08-04,10.20.0.69,192.0.2.10,3,92771.76899999999,119954.70480202734,1.2930087039951492,0.3333333333333333,3136.0,0.14068705053493796,31551.333333333332,859.0,23.666666666666668,0.0,0.0,2,0
2026-08-04,10.20.0.69,192.0.2.40,1,183091.165,0.0,0.0,1.0,11187.0,0.0,1.0,2681.0,16.0,1.0,0.0,1,0
2026-08-04,10.20.0.69,192.0.2.50,1,167168.114,0.0,0.0,1.0,1.0,0.0,30780.0,1268.0,15.0,0.0,0.0,1,0
2026-08-04,10.20.0.69,198.51.100.10,4,26666.03475,15273.274112338231,0.5727613518668436,0.0,3742.75,0.7276992015417135,25108.5,2098.25,27.25,0.25,0.25,2,0
2026-08-04,10.20.0.69,198.51.100.20,5,15422.609400000001,22854.048550627547,1.4818535539535576,0.2,5722.2,0.4251393674418899,28089.2,2384.6,21.2,1.0,0.0,1,0
2026-08-04,10.20.0.69,203.0.113.25,4,21464.9765,28980.060933094934,1.3501091386284507,0.0,4856.5,0.5097683422909425,46864.25,3557.5,9.75,0.5,0.0,2,0
2026-08-04,10.20.0.69,203.0.113.50,3,34318.69966666667,38123.1136993921,1.1108554248755707,0.3333333333333333,3501.0,0.6222501572331397,79292.33333333333,2529.3333333333335,20.666666666666668,1.0,0.0,1,0
2026-08-04,10.20.0.69,23.215.0.136,22,4038.4860454545455,8264.924448885244,2.0465403014547245,0.0,5026.272727272727,0.567481917288711,31249.772727272728,2146.590909090909,14.772727272727273,0.36363636363636365,0.045454545454545456,2,0
2026-08-04,10.20.0.69,52.85.12.44,20,4199.732099999999,9800.58013085179,2.3336203113650487,0.2,3632.1,0.7665745776171647,16147.65,2309.95,20.7,1.0,0.0,1,0
2026-08-04,10.20.0.70,104.18.32.47,9,8554.752888888888,7294.9606724955975,0.8527377432456832,0.4444444444444444,5944.666666666667,0.34423506817957955,30734.11111111111,2018.7777777777778,20.22222222222222,1.0,0.2222222222222222,1,0
2026-08-04,10.20.0.70,104.26.10.78,25,3523.1861599999997,6612.966751422612,1.8769847663748238,0.12,3650.16,0.6741536056381962,30245.8,2450.52,17.92,1.0,0.04,1,0
2026-08-04,10.20.0.70,13.107.42.12,7,13094.084428571428,19968.77771931135,1.525022832122517,0.2857142857142857,2733.1428571428573,0.8390524860334139,25449.428571428572,2644.4285714285716,21.571428571428573,1.0,0.0,1,0
2026-08-04,10.20.0.70,142.250.74.14,6,11864.159666666666,19708.992939318152,1.6612211478148085,0.0,2823.5,0.6316018954153624,28357.666666666668,1142.1666666666667,24.833333333333332,1.0,0.0,1,0
2026-08-04,10.20.0.70,151.101.1.69,19,5661.899263157895,12592.248936672595,2.224032670204968,0.10526315789473684,4377.473684210527,0.6641283302469437,32015.21052631579,2013.7368421052631,22.57894736842105,0.47368421052631576,0.05263157894736842,2,0
2026-08-04,10.20.0.70,17.253.144.10,17,5194.237588235294,8428.97211523267,1.6227544412531105,0.058823529411764705,3258.0588235294117,0.6570946696781998,34588.882352941175,1846.1764705882354,17.764705882352942,1.0,0.058823529411764705,1,0
2026-08-04,10.20.0.70,172.217.20.174,18,5152.905999999999,12235.190746077977,2.374425372028517,0.1111111111111111,4127.555555555556,0.5888244416486746,43782.833333333336,2269.0555555555557,16.833333333333332,1.0,0.0,1,0
2026-08-04,10.20.0.70,192.0.2.50,1,142037.223,0.0,0.0,1.0,2579.0,0.0,32231.0,3791.0,16.0,0.0,1.0,1,0
2026-08-04,10.20.0.70,198.51.100.10,8,12229.909,20987.324454243757,1.7160654633034276,0.375,4617.125,0.6460821683795661,14704.0,1831.125,14.875,0.375,0.0,2,0
2026-08-04,10.20.0.70,198.51.100.20,53,2315.7848301886793,4986.848980901535,2.153416377848554,0.8301886792452831,1736.245283018868,0.6958435440306395,5036.226415094339,768.0,8.11320754716981,1.0,0.3018867924528302,1,0
2026-08-04,10.20.0.70,203.0.113.25,2,40187.4745,33631.0975,0.8368552121880664,0.0,4021.5,0.11301753077209996,15772.5,1315.5,17.0,0.5,0.0,2,0
2026-08-04,10.20.0.70,203.0.113.50,2,22676.5055,12255.7555,0.5404604999654818,0.0,1985.5,0.7673130193905817,16075.5,773.0,15.0,1.0,0.0,1,0
2026-08-04,10.20.0.70,23.215.0.136,17,5320.327470588235,8477.606583173863,1.5934369886138884,0.29411764705882354,4063.1176470588234,0.638765511234367,24144.41176470588,2235.235294117647,17.41176470588235,0.5882352941176471,0.058823529411764705,2,0
2026-08-04,10.20.0.70,52.85.12.44,20,4529.5749000000005,8183.650082062998,1.8067148160113204,0.1,4692.1,0.6913637706150216,37656.75,1597.75,14.65,1.0,0.05,1,0
2026-08-04,10.20.0.71,104.18.32.47,11,5338.871363636364,8602.025715063995,1.611206775584318,0.18181818181818182,4472.454545454545,0.606018153635096,33262.90909090909,2029.0,19.454545454545453,1.0,0.0,1,0
2026-08-04,10.20.0.71,104.26.10.78,13,7658.927,14305.157053259438,1.8677756105077692,0.23076923076923078,4286.692307692308,0.5012005838819295,40871.307692307695,1828.2307692307693,20.923076923076923,1.0,0.0,1,0
2026-08-04,10.20.0.71,13.107.42.12,9,9318.085666666666,15839.936097657766,1.699913122104204,0.1111111111111111,4382.888888888889,0.708230851366744,42461.22222222222,1447.2222222222222,25.444444444444443,1.0,0.0,1,0
2026-08-04,10.20.0.71,142.250.74.14,146,691.5643493150685,1206.1444625186737,1.7440813189882474,0.9246575342465754,1470.513698630137,0.3799652921821327,5011.958904109589,710.0342465753424,7.082191780821918,1.0,0.3219178082191781,1,0
2026-08-04,10.20.0.71,151.101.1.69,16,5382.69275,11781.161610025216,2.188711516187733,0.125,5181.0,0.3546763878934317,26031.8125,1854.6875,19.3125,0.4375,0.0,2,0
2026-08-04,10.20.0.71,17.253.144.10,7,11325.62642857143,19846.841177823608,1.7523835262441205,0.14285714285714285,4831.142857142857,0.49330172906456565,34833.42857142857,2038.7142857142858,15.857142857142858,1.0,0.0,1,0
2026-08-04,10.20.0.71,172.217.20.174,25,3291.4723200000003,8798.344364688233,2.6730725673209466,0.08,4355.48,0.5953497292800066,32349.76,1689.52,15.12,1.0,0.0,1,0
2026-08-04,10.20.0.71,192.0.2.20,1,177956.946,0.0,0.0,1.0,5708.0,0.0,1.0,2006.0,16.0,0.0,0.0,1,0
2026-08-04,10.20.0.71,192.0.2.30,1,252548.266,0.0,0.0,1.0,2674.0,0.0,1.0,3144.0,17.0,1.0,0.0,1,0
2026-08-04,10.20.0.71,192.0.2.40,1,68158.389,0.0,0.0,1.0,5606.0,0.0,1438.0,2944.0,14.0,0.0,0.0,1,0
2026-08-04,10.20.0.71,192.0.2.50,1,87619.751,0.0,0.0,1.0,1.0,0.0,84251.0,1186.0,19.0,0.0,0.0,1,0
2026-08-04,10.20.0.71,198.51.100.10,1,78650.994,0.0,0.0,1.0,3785.0,0.0,1.0,1662.0,22.0,1.0,0.0,1,0
2026-08-04,10.20.0.71,198.51.100.20,2,42056.746,26873.232,0.6389755403330538,0.0,8126.0,0.1968988432192961,16934.0,1029.5,23.0,1.0,0.0,1,0
2026-08-04,10.20.0.71,23.215.0.136,21,4209.392190476191,8340.776452591841,1.9814681253656923,0.047619047619047616,3612.1428571428573,0.8297183556520125,39982.90476190476,2390.7619047619046,16.0,0.38095238095238093,0.0,2,0
2026-08-04,10.20.0.71,52.85.12.44,21,4155.069619047619,10506.986530878092,2.528714917967221,0.23809523809523808,4550.333333333333,0.7089037078833912,29171.571428571428,1652.1904761904761,21.38095238095238,1.0,0.0,1,0
2026-08-04,10.20.0.72,104.18.32.47,2,23289.972999999998,20906.926,0.8976792716762704,0.0,1520.5,0.5850049325879645,7466.0,3778.0,13.0,1.0,0.0,1,0
2026-08-04,10.20.0.72,104.26.10.78,19,4305.964421052631,7887.288161081405,1.8317123389406194,0.10526315789473684,5083.0526315789475,0.6250121752619839,30239.57894736842,1406.3157894736842,15.368421052631579,1.0,0.0,1,0
2026-08-04,10.20.0.72,13.107.42.12,5,20620.8602,17858.868009774327,0.8660583426958264,0.2,5470.0,0.37931237523314015,25985.0,2701.6,19.4,1.0,0.2,1,0
2026-08-04,10.20.0.72,142.250.74.14,10,8433.9134,19146.240388572645,2.270149037642792,0.0,3992.9,0.8375609530523923,15266.6,1898.9,19.6,1.0,0.0,1,0
2026-08-04,10.20.0.72,151.101.1.69,26,2870.008961538462,6799.318731098955,2.3690932057069944,0.0,3242.576923076923,0.7802993902163062,31656.19230769231,1988.0,18.115384615384617,0.34615384615384615,0.0,2,0
2026-08-04,10.20.0.72,17.253.144.10,10,8998.1518,11926.932645039184,1.3254869344434912,0.2,3608.7,0.5548335028904139,41766.9,2321.0,22.4,1.0,0.1,1,0
2026-08-04,10.20.0.72,172.217.20.174,27,2471.2171851851854,7043.849284264988,2.8503562238448668,0.14814814814814814,3664.259259259259,0.7523699026585094,33833.25925925926,1790.7037037037037,14.592592592592593,1.0,0.0,1,0
2026-08-04,10.20.0.72,192.0.2.10,1,183820.013,0.0,0.0,1.0,954.0,0.0,42597.0,1160.0,34.0,0.0,0.0,1,0
2026-08-04,10.20.0.72,192.0.2.20,1,179475.687,0.0,0.0,1.0,2486.0,0.0,41996.0,20.0,24.0,0.0,0.0,1,0
2026-08-04,10.20.0.72,192.0.2.40,1,200387.083,0.0,0.0,1.0,666.0,0.0,1.0,4854.0,7.0,0.0,0.0,1,0
2026-08-04,10.20.0.72,198.51.100.10,5,17944.0938,18036.049054970143,1.005124541589843,0.2,4175.8,0.3941634365608459,23604.2,1355.0,20.2,0.2,0.0,2,0
2026-08-04,10.20.0.72,198.51.100.20,3,23250.191666666666,30617.94570915463,1.3168900346336054,0.3333333333333333,4585.0,0.7070925249198933,26605.0,2774.3333333333335,13.0,1.0,0.0,1,0
2026-08-04,10.20.0.72,203.0.113.25,95,1101.5554315789475,1879.0024955464594,1.7057720761751725,0.9052631578947369,1480.7052631578947,0.49559266427770154,4816.0526315789475,707.2315789473685,7.031578947368421,0.42105263157894735,0.3263157894736842,2,0
2026-08-04,10.20.0.72,23.215.0.136,19,4583.796631578947,7919.251401090856,1.7276620316296556,0.15789473684210525,4255.684210526316,0.6776564838201662,44153.57894736842,1172.842105263158,19.526315789473685,0.3684210526315789,0.05263157894736842,2,0
2026-08-04,10.20.0.72,52.85.12.44,23,4033.259347826087,8245.070828527349,2.044269935919547,0.043478260869565216,4182.304347826087,0.6400899265481731,30557.17391304348,1560.0869565217392,18.695652173913043,1.0,0.043478260869565216,1,0
2026-08-04,10.20.0.73,104.18.32.47,8,13040.867375,20969.82836151509,1.6080087128035139,0.0,4376.125,0.8022062882278034,17241.25,2646.375,20.5,1.0,0.0,1,0
2026-08-04,10.20.0.73,104.26.10.78,32,2464.84159375,8594.125793706888,3.486684830172726,0.09375,4608.46875,0.5282613490132105,30930.4375,1710.6875,14.65625,1.0,0.0,1,0
2026-08-04,10.20.0.73,13.107.42.12,9,10368.93811111111,10693.899433569304,1.0313398844680124,0.1111111111111111,3150.1111111111113,0.6053740095408778,38055.555555555555,2674.0,21.0,1.0,0.1111111111111111,1,0
2026-08-04,10.20.0.73,142.250.74.14,57,1815.931947368421,2258.3993686265003,1.2436585918868193,0.5789473684210527,1892.4035087719299,0.8085069348997106,7325.2807017543855,797.3333333333334,9.298245614035087,1.0,0.3157894736842105,1,0
2026-08-04,10.20.0.73,151.101.1.69,12,7103.036916666667,16507.874488141806,2.3240586641760927,0.0,4920.666666666667,0.685167200900533,21400.416666666668,1956.9166666666667,18.416666666666668,0.5,0.0,2,0
2026-08-04,10.20.0.73,17.253.144.10,10,10277.026500000002,15691.84671949169,1.5268858866415969,0.2,3675.0,0.7948275471741432,34579.5,1290.4,21.6,1.0,0.1,1,0
2026-08-04,10.20.0.73,172.217.20.174,15,6459.6692,13768.324932212756,2.131428793940835,0.26666666666666666,4587.6,0.5019977599932514,33786.933333333334,1824.2666666666667,17.8,1.0,0.0,1,0
